देश विदेश भारतीय सुहागिनों तीज क़ी हार्दिक शुभकामना	Sudhir Karan	SudhirCcl	Ranchi, Jharkhand, India			
नियमों अनदेखाकर सचिव ललित कला अकादेमी दिया गया पदोन्नति स्थायीत्व क्यों कैसे	Shrikant Pandey	ShrikantPandey3	New Delhi			
ट्रेन मेँ जलाए लोग मीडिया क्योँ नजर नहीँ आते।	veni madhav	nbc65	not-given			
अन्ना आपके सहयोगी राजनैतिक समालोचना धर्म विशेष बातेँ क्योँ रहे हैँ	veni madhav	nbc65	not-given			
कांग्रेस मोदी कलंक कभी नहीँ मिटेगा। कांग्रेस अपने दामन मेँ झाँके कश्मीर समस्या आपातकाल भ्रष्टाचार	veni madhav	nbc65	not-given			
nov बड़ा भया क्या भाया जैसे पेड खजूर पंथी छाया नहीं लगे अति दूर	Raksha Malhotra	RakshaMalhotra	Gurgaon			
nov लाली मेरे लाल जित देखो तित लाल लाली देखन मैं गया मैं गया लाल	Raksha Malhotra	RakshaMalhotra	Gurgaon			
nov चीड़ी चोंच गयी नदी घटियों नीर दान दिए घटे दास कबीर	Raksha Malhotra	RakshaMalhotra	Gurgaon			
nov नेकी दरिया में डाल	Raksha Malhotra	RakshaMalhotra	Gurgaon			
भयभीत हों guest column livehindustan com via	mansingh tyagi	mansinghtyagi	delhi /dholpur		@your_screen_name	http://t.co/g1O83Xp
अधिग्रहण जमीन विस्थापितों आसमान guest column livehindustan com via	mansingh tyagi	mansinghtyagi	delhi /dholpur		@your_screen_name	http://t.co/PkEaN7Z
विकिलीक्स खुलासा राष्ट्रीय भूमिका मोदी नजर desh livehindustan com via	mansingh tyagi	mansinghtyagi	delhi /dholpur		@your_screen_name	http://t.co/T1gEX7T
अमेरिका इकोनॉमी लिए सबसे बुरी खबर job creation america august	mansingh tyagi	mansinghtyagi	delhi /dholpur			http://t.co/nVWiude, www.bhaskar.com
मारियो मिरान्दा लिश्बोआ लिस्बन पुर्तगाल विहंगम दृश्य	portugal-samvad.com	portugal_samvad	Silves, Algarve, Portugal			http://t.co/yq0CQZPx
बार फिर फीफा बीच सॉकर विश़्व सेमी फाइनल में पुर्तगाल ब्राजील मुठभेड़ रावेन्ना इटली में	portugal-samvad.com	portugal_samvad	Silves, Algarve, Portugal			http://t.co/M0cgWNh
रोनाल्दो कका बाद मेसी सबसे लोकप्रिय खिलाड़ी हैं	portugal-samvad.com	portugal_samvad	Silves, Algarve, Portugal			http://t.co/WqzZDPI
शरद यादव मीडिया ताकत शायद अंदाजा नहीं	abhaya singh	abhaya5588	not-given		@aajtakhindi	
स्टार न्यूज़ अन्ना टीम लोग जाते क्यों	abhaya singh	abhaya5588	not-given		@janlokpal	
प्रवीण एरण शर्म नहीं आती सिर्फ पार्टी चेलागिरी में लोकपाल स्थाई समिति में पेश करने महान नहीं	abhaya singh	abhaya5588	not-given			
पता नहीं क्यों नेता नहीं समझ रहे संविधान जनता लिए लगता हैसांसदों दोबारा संसद में जाने इच्छा नहीं रही	abhaya singh	abhaya5588	not-given			
मुझे पहले पता कोई राजनीतिक लोकपाल नहीं मानेगा सारे सारे भ्रष्ट	abhaya singh	abhaya5588	not-given			
नथा किया अपना चोथा अनशन खत्म खत्म होना भिड़ देखने बाद खत्म करने फैसला किया नथा ने।	Amit Modi	MassCoMedia	Bharat		@thekiranbedi	
नथा किया अपना चोथा अनशन खत्म खत्म होना भिड़ देखने बाद खत्म करने फैसला किया नथा ने।	Amit Modi	MassCoMedia	Bharat		@BDUTT	
दूसरे चरन भारत स्वाभिमान यात्रा में बाबा रामदेव पत्रकारों छोड़ सीधा जनता चुना उनसे सवाल पूछने लिए	Amit Modi	MassCoMedia	Bharat		@vbg111	
अजमल कसाब फांसी सजा बरकरार	VHP	VHPsampark	Bharat			http://vhv.org.in/story.aspx?aid=5648
गोधरा फैसला	VHP	VHPsampark	Bharat			http://aajtak.intoday.in/videosection.php/videos/karyakramsubsec/51261/1/85/Godhra-verdict-out-31-convicted-63-acquitted.html
भारतीय मूल्यों प्रति पूर्ण समर्पित भगिनी निवेदिता	VHP	VHPsampark	Bharat			http://vhv.org.in/story.aspx?aid=4464
हिज्बुल मुजाहिदीन आतंकी गिरफ्तार	VHP	VHPsampark	Bharat			http://vhv.org.in/story.aspx?aid=5581
check out साम्प्रदायिक राम पराग	sunil jaiswal	sunilanabiosiss	AHMEDABAD			http://t.co/8r9Y1lP8
हिन्दू घटा देश बँटा आक्रोशित केशवका ब्लॉग नवभारत टाइम्स via	sunil jaiswal	sunilanabiosiss	AHMEDABAD		@nbtonline	http://t.co/99NhLIBz
दिल्ली गालिब सम्मान में दिल्ली मामला आलोक पुराणिकका ब्लॉग नवभारत टाइम्स via	sunil jaiswal	sunilanabiosiss	AHMEDABAD		@nbtonline	http://t.co/usqZzynF
read अमरीका पाकिस्तान अफ़गानिस्तान त्रिकोणीय़	sunil jaiswal	sunilanabiosiss	AHMEDABAD			http://t.co/H0mm23uM
होली पापा सोनिया गांधी शादी करने रहा	sunil jaiswal	sunilanabiosiss	AHMEDABAD			http://t.co/gDGWsohI
कांग्रेसी प्यारी सोनिया मम्मी पत्र खालबाड़ा अरुणेश दवेका ब्लॉग नवभारत टाइम्स via	sunil jaiswal	sunilanabiosiss	AHMEDABAD		@nbtonline	http://t.co/3GGLPOH
जनता जनार्दन जीत livehindustan com via	sunil jaiswal	sunilanabiosiss	AHMEDABAD		@your_screen_name	http://t.co/TD77ULg
अन्‍ना जीत विशेष टिप्पणीः इसी क्षण प्रतीक्षा देश particular note was waiting for this moment	sunil jaiswal	sunilanabiosiss	AHMEDABAD			http://t.co/eqtW2Q9
बारूद ढेर भारत भविष्य	Shirish Khare	shirish2410	Mumbai, India			http://crykedost.blogspot.com/2010/11/blog-post_04.html
बिहार चुनाव कहां बच्चे	Shirish Khare	shirish2410	Mumbai, India			http://crykedost.blogspot.com/2010/10/blog-post_07.html
बच्चों कब्रगाह मेलघाट	Shirish Khare	shirish2410	Mumbai, India			http://raviwar.com/news/371_child-malnutrition-in-melghat-vidharbh-shirish-khare.shtml
मीडिया कैसा फैलाव	Shirish Khare	shirish2410	Mumbai, India			http://crykedost.tk/
सरकारी कागजों में स्लम अकाल	Shirish Khare	shirish2410	Mumbai, India			http://raviwar.com/news/288_slum-mumbai-india-shirish-khare.shtml
नाबालिग लड़कियों बच्चों में कुपोषण सबसे ज्यादा	Shirish Khare	shirish2410	Mumbai, India			http://crykedost.tk/
असली दिखावे समृद्धि कुर्रतुल हैदर	Dr Shashi Kumar	shashikat	mayur  vihar-1, Delhi, INDIA 			http://t.co/6snz7T10
हमारे देश में दीपावली समृद्धि सम्पन्नता दिखावे त्योहार गयी	Dr Shashi Kumar	shashikat	mayur  vihar-1, Delhi, INDIA 			http://t.co/OnwqFwxo
हुस्न एहतराम इश्क खुद्दारी	Dr Shashi Kumar	shashikat	mayur  vihar-1, Delhi, INDIA 			http://t.co/MZveoGej
अन्ना भ्रष्टाचार नैतिक मुद्दे तरह पेश किया अरुंधति	Dr Shashi Kumar	shashikat	mayur  vihar-1, Delhi, INDIA 			http://t.co/9qQmhQk
नमस्कार इंटरनेट अखबारी पन्नों अश्लीलता कौन नियंत्रण करेगा	Jai Prakash Pathak	deojpp	Deoria			
नमस्कार पट्रोल प्रति लीटर दिया जाय तथा उसे २००९ स्तर दिया जाय	Jai Prakash Pathak	deojpp	Deoria		@PankajPachauri	
नमस्कार सारे पेट्रो पदार्थों टैक्स प्रति लीटर देनी चाहिए	Jai Prakash Pathak	deojpp	Deoria			
नमस्कार सात अरब बाद नारा संतति प्रति दम्पति	Jai Prakash Pathak	deojpp	Deoria			
नमस्कार दिया जलाने वालों काट लेते हैं अन्धेरा चाहने वाले फिर कभी कभी दिए जाते हैं युगों इन्तजार केबाद	Jai Prakash Pathak	deojpp	Deoria		@SrBachchan	
नमस्कार माननीय चिदंबरम मंत्रिमंडल तत्काल त्यागपत्र देना चाहिए	Jai Prakash Pathak	deojpp	Deoria			
नम्स्कार देवरिया में आजकल रोज बरसात रही मौसम सुहाना	Jai Prakash Pathak	deojpp	Deoria			
नमस्कार अन्ना हजारे आपका अभियान सफल	Jai Prakash Pathak	deojpp	Deoria			
नमस्कार खेल खेल रहने खेल आक्रामकता बाहर निकालने लिए होती खेल में रौदना अच्छा नहीं	Jai Prakash Pathak	deojpp	Deoria		@Live_Hindustan	
नमस्कार खेल खेल रहने खेल आक्रामकता बाहर निकालने लिए होती खेल में रौदना अच्छा नहीं	Jai Prakash Pathak	deojpp	Deoria			
नमस्कार वसंतपंचमी शुभ भ्रष्टाचार काला रोकने लिए जेपीसी गठित होनी चाहिए वपक्ष क्या राय	Jai Prakash Pathak	deojpp	Deoria			
तथाकथित सभी दलों चोर संसद में इकट्ठे होंगे आपस में लड़ेगे झगड़ेगे नतीजा कुछ नहीं निकलेगा। सभी चोर क्या अन्ना जैसा कोतवाल चाहेगे	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			
लोगों अहंकार पार्टी देश क्षति होती है।	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			http://in.jagran.yahoo.com/news/national/politics/5_2_6729868.html(ऐसे
देश लुच्चे नेता क्या कुछ शर्म करेंगे शायद नहीं पूरे बेशर्म हैं।	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			http://bit.ly/bm49Sm
गुट निरपेक्ष खेलों में लूट खेल स्वर्ण पदक घोषणा शीध्र देनी चाहिए। हमारे लुच्चे नेता देश लूटते हैं अव्वल आवेंगे।	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			
तथाकथित लुच्चे धर्मनिरपेक्ष नेता क्या इससे सबक लेंगे शायद नही	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			http://bit.ly/9MgMOR(देश
लुच्चे आदमियों श्रेणी में रखने लायक नही हैं	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			http://in.jagran.yahoo.com/news/national/general/5_1_6590262.html
ऐसे लोग विरले मिलते हैं साधुवाद ऐसे लोगों उम्मीद कायम	Baidya Nath Shukla	bnshukla	Lucknow, INDIA			http://bit.ly/cfjWj0
मां गंगा तेरी लहरों क्या दिया	Sunita Sharma	sunitakhatri	Rishikesh			http://nblo.gs/hIDHp
sunita sharma फिर दिल रोया बार बार	Sunita Sharma	sunitakhatri	Rishikesh			http://swastikachunmun.blogspot.com
sunita sharma क्यों रिश्तों ठोकरे रहे	Sunita Sharma	sunitakhatri	Rishikesh			http://swastikachunmun.blogspot.com
sunita sharma यहां फरेब	Sunita Sharma	sunitakhatri	Rishikesh			http://sunitakhatri.blogspot.com
देश जिम्मेदार नागरिक दायित्व बनता पहले अपने देश सुनामी बचाऐं।	ASHISH GOYAL	goyalmba	BAHADURGARH			
सरकार लोकपाल बिल सोनिया राहुल मजबूत बनाएगा आदमी नही कपिल सिब्बल चिदंबरम जैसे चोरों रहता मजबूत लोकपाल नही सकते	ASHISH GOYAL	goyalmba	BAHADURGARH		@ahazare	
कांगररेस नीचता गिर चुकी इसलिये अपने पाले हुए गुणडो केnullबल आंदोलन बदनाम करने तमाम कोशिश करnullही	ASHISH GOYAL	goyalmba	BAHADURGARH			
aug लगातार सभी channels सिर्फ़ अन्ना आंदोलन ख़बरे तस्वीरे दिखाई रही लेकिन न्यूज़ नेल कोई खबर नही ऐसा क्यों	ASHISH GOYAL	goyalmba	BAHADURGARH			
मनमोहन लोकत्रांत्रिक देश प्रधान मंत्री होने बावजूद भ्रष्ट शातिर दिमाग़ चाल बाज कांग्रेसी नेता तरह बात करता	ASHISH GOYAL	goyalmba	BAHADURGARH			
सिर्फ़ हंगामा खड़ा करना mera मकसद नहीं मेरी कोशिश सूरत बदलनी चाहिए मेरे सिने में नही तेरे सिने में सही कहीं लगानी चाहिए	ASHISH GOYAL	goyalmba	BAHADURGARH			
सरकार निकम्मी सोनिया उनकी मम्मी �पूरे देश नारा अन्ना देश दुलारा	ASHISH GOYAL	goyalmba	BAHADURGARH			
मेरा रंग बसंती चोला ऑये रंग बसंती चोला इंक़लाब ज़िंदाबाद गाँधी साथ भगत सिंह ज़रूरत	ASHISH GOYAL	goyalmba	BAHADURGARH			
शम्मी कपूर सिनेमा शुरुआती यूथ आइकन्स में थे। हमें उनकी स्टाइल सब्स्टेंस याद आएंगे।	ASHISH GOYAL	goyalmba	BAHADURGARH			
हीना किसी इंडियन फिल्म आक्ट्रेस बनना चाहिए पाकिस्तान में क्या रखा	ASHISH GOYAL	goyalmba	BAHADURGARH			
कोर्ट सरकार स्वामी रामदेव उनके समर्थकों रामलीला मैदान बर्बरता बहार निकालने लिए notice दिया	Pankaj Agarwal	pank_twitty	Ghaziabad, Bharat		@BHARATSWABHIMNसुप्रीम	
परदे पीछे असफलता में तपता इस्पात dated jan	Amit Jain	CSAMITJAIN	Mumbai			http://t.co/dbymw426
परदे पीछे विलक्षण प्रतिभा त्रिवेणी dated dec	Amit Jain	CSAMITJAIN	Mumbai			http://t.co/RP08r5T
दिल्ली बरस हजार ख्वाहिशें	Amit Jain	CSAMITJAIN	Mumbai			http://t.co/OfMpn4h
कांग्रेस नहीं पचे बसपा मेहमान via	Ram Niwas Poonia	ramnpoonia	Jaipur, India		@AddThis	http://t.co/udBdvpsb
दान देना बंद करे अमेरिका नहीं तो… via	Ram Niwas Poonia	ramnpoonia	Jaipur, India		@AddThis	http://t.co/yaGXKF1X
लक्ष्मी मित्तल फिर ब्रिटेन में सबसे धनी बिज़नस न्यूज़ बिज़नस navbharat times via	Ram Niwas Poonia	ramnpoonia	Jaipur, India		@nbtonline	http://t.co/YHQ03gJ
सुदर्शन बयान दुर्भाग्यपूर्ण निंदनीय गहलोत via	Ram Niwas Poonia	ramnpoonia	Jaipur, India		@AddThis	http://t.co/jCniim7,http://t.co/HOI6Ima
कुंभ राशी राशिफल	kranti4people.com	kranti4people	not-given			http://t.co/3rfQA3Jx
लालू पासवान कांग्रेस कठपुतलियां हैं	kranti4people.com	kranti4people	not-given			http://t.co/sfPgt8SY
मुस्लिम आरक्षण कांग्रेसी जेहाद	kranti4people.com	kranti4people	not-given			http://t.co/Gq81GH42
आइये जाने अच्छे परीक्षा परिणाम हेतु क्या करें विद्यार्थी	kranti4people.com	kranti4people	not-given			http://t.co/B2g3nx5s
वतन मरने वालों यही बाकि निशाँ होगा जहरीली शराब वालों शरीयत मुताबिक	kranti4people.com	kranti4people	not-given			http://t.co/2s6LYLFq,http://t.co/kFDhrjBU
कौनसे काला कहें	kranti4people.com	kranti4people	not-given			http://t.co/d91lVvP7
मेरे blog जाये हिंदी में सीखे	hridayesh gupta	hridayeshgupta	Bangalore			http://hindijagat.wordpress.com/,http://fb.me/J6q1Z4pi
किशोरियों समलैंगिकता गर्भवती मामलों में कमी	Sandeep Deo	dk_sandeep	Newdelhi			http://t.co/76a6R5Cu
चेहरे रंगत लिए क्‍या करना चाहिए	Sandeep Deo	dk_sandeep	Newdelhi			http://t.co/wAhtyiPw,http://t.co/B3v9vcp6
चाना साथ सोने लिए रोटेशन प्रणाली तहत पत्नियां बेडरूम में जाती हैं	Sandeep Deo	dk_sandeep	Newdelhi			http://t.co/C7zdWDte
सरदार वल्‍लभ भाई पटेल लौहे जैसी इच्‍छा शक्ति मिसाल	Sandeep Deo	dk_sandeep	Newdelhi			http://t.co/qWAo4uc0
अन्‍य देशों तुलना में भारत में मुस्लिम महिलाओं स्थिति चिंताजनक	Sandeep Deo	dk_sandeep	Newdelhi			http://t.co/28o9s7tC
जगह नहीं मिली जेल में करूंगा अनशन अन्ना navbharat times via	Mukund Pandey	MukundPandey	Delhi		@nbtonline	http://t.co/lZwQccSR
पीएम निकम्मा navbharat times via	Mukund Pandey	MukundPandey	Delhi		@nbtonline	http://t.co/IFltMDu
कांग्रेस सरकार में भ्रस्टाचार खिलाफ आवाज़ उठाना मना	ashish tiwari	ashishtiwari08	varanasi			
गरियाने नहीं फरियाता	ashish tiwari	ashishtiwari08	varanasi	#agnivaarta		http://is.gd/h1mWG
जूते ईमानदार	ashish tiwari	ashishtiwari08	varanasi	#agnivaarta		http://is.gd/gr9tH
बंधे धागे खोल	ashish tiwari	ashishtiwari08	varanasi	#agnivaarta		http://is.gd/cV0t4
जिंदा कौम इंतज़ार	ashish tiwari	ashishtiwari08	varanasi	#agnivaarta		http://is.gd/csF2t
“थ्री ईडियट्स” में आमिर खान कहाँ	ashish tiwari	ashishtiwari08	varanasi	#agnivaarta		http://is.gd/5HqCt
राजीव भाई पिछले वर्षों बहुराष्ट्रीय कंपनियों स्वदेशी स्थापना लिए संघर्ष रहे	suresh	sureshvashisth	Delhi, india			http://t.co/MO1q4OOw
राजीव भाई सच्ची श्रद्धांजलि	suresh	sureshvashisth	Delhi, india			http://t.co/4YNVXOet
राजीव भाई पहली बरसी नवंबर सेवाग्राम वर्धा में आयोजित स्वदेशी दिवस समारोह एवं स्वदेशी	suresh	sureshvashisth	Delhi, india			http://t.co/i3E9aoKT
वें स्वतंत्रता दिवस क्या मुंह लेकर लाल किले ध्वज फहराएंगे मनमोहन	suresh	sureshvashisth	Delhi, india			http://t.co/4JJb12m
भारत स्वाभिमान उद्देश्य एवं नीतियां स्वदेशी स्वावलंबी भारत निर्माण	suresh	sureshvashisth	Delhi, india			http://fb.me/YHNp9qDo
भारत स्वाभिमान उद्देश्य एवं नीतियां भारत देश वर्तमान शिक्षा व्यवस्था बदलना	suresh	sureshvashisth	Delhi, india			http://fb.me/11wGZYa92
भारत स्वाभिमान आन्दोलन देश क्या मिलेगा	suresh	sureshvashisth	Delhi, india			http://fb.me/Xs67gaNd
भारत स्वाभिमान सामाजिक आद्यात्मिक आंदोलन व्यवस्था परिवर्तन आवश्यकता क्यो	suresh	sureshvashisth	Delhi, india			http://fb.me/vZPFcQsf
बाबा दावा किया आचार्य बालकृष्ण पासपोर्ट पूरी तरह संवैधानिक	suresh	sureshvashisth	Delhi, india			http://fb.me/DCB0IxpL
सिब्बल पूज्य कहने में मुझे शर्म आती देश भगत भारतवासी यहा अपने विचार रखे कुते	suresh	sureshvashisth	Delhi, india			http://fb.me/14tRw590K
दिल्‍ली में फिर गरजे रामदेव सरकार अत्‍याचारी गीदड़ मौत मारना चाहती मुझे	suresh	sureshvashisth	Delhi, india			http://fb.me/AEYs0UND
देश नीति निर्धारको देश मुख्य व्यवस्थाओं जुडे ज्वलन्त प्रश्न	suresh	sureshvashisth	Delhi, india			http://fb.me/163bMOAMC
देश नीति निर्धारको देश मुख्य व्यवस्थाओं जुडे ज्वलन्त प्रश्न	suresh	sureshvashisth	Delhi, india			http://fb.me/U77jVnTO
अन्ना हजारे जेल में रखना सरकार लिए इतना बड़ा सिरदर्द साबित हुआ दिन ढलते ढलते उसने अन्ना बिना शर्त रिहा करने फैसला लिया	S.K.Azad	azadsk	India: Ranchi			
पीढ़ी जल्लियाँवाला बाघ कांड सिर्फ़ किताबों में पढ़ा मगर दिल्ली रामलीला मैदान में उससे देख लिया	S.K.Azad	azadsk	India: Ranchi			
अमेरिका आर्कंसस प्रांत में अचानक झटके में पक्षियों मौत सुबह सड़कों सैंकड़ों खूबसूरत ब्लैकबर्ड मरे मिले	S.K.Azad	azadsk	India: Ranchi			
कहा मुझे जेल भेजो आडवाणी	Rohan	mera_naam_rohan	Thar Desert			http://t.co/XMuzL9C
तिहाड़ जेल में होगी मामले सुनवाई navbharat times	BP Sharma	bpsadvo	Gurgaon in NCR			http://t.co/dhiMQFML
प्रणब बने अध्यक्ष facenfacts hindi via	BP Sharma	bpsadvo	Gurgaon in NCR		@facenfacts	http://t.co/c8fQiSES
वापस दिया जाये पतंजलि योग पीठ जब्त सामान give back the seized goods back patanjali	BP Sharma	bpsadvo	Gurgaon in NCR			http://t.co/ehXo3Zg, www.bhaskar.com
गुजरात हाई कोर्ट आईपीएस राहुल शर्मा याचिका खारिज navbharat times via	BP Sharma	bpsadvo	Gurgaon in NCR		@nbtonline	http://t.co/ky8mKk8
सत्य साईं कमरे मिला करोड़ों सोना करंसी navbharat times via	BP Sharma	bpsadvo	Gurgaon in NCR		@nbtonline	http://t.co/fLysznv
विज्ञान जनोन्मुखी बनाने तरीका	Pramod Tambat	tambatin	Bhopal			http://t.co/MMkvNlFU
चूहे खाकर बिल्ली चली	Pramod Tambat	tambatin	Bhopal			http://t.co/NELfuQdY
चंद सुझाव चुनाव सुधार खातिर	Pramod Tambat	tambatin	Bhopal			http://t.co/7vZ8JL5L
ढाक वही रहेंगे तीन पात व्यंग्यलोक प्रमोद ताम्बटका ब्लॉग नवभारत टाइम्स via	Pramod Tambat	tambatin	Bhopal		@nbtonline	http://t.co/wNwXJuB
दूसरी आज़ादी अंगड़ाई	Pramod Tambat	tambatin	Bhopal			http://t.co/PVHtWx6
रेलों में दुनिया जहान	Pramod Tambat	tambatin	Bhopal			http://nblo.gs/iEPJr
ग्रेनेड साये में मणिपुर पत्रकारिता	MediaKhabar	PushkarPushp	Delhi			http://t.co/C066QS2N
लोकमान्य तिलक राष्ट्रीय अवार्ड सम्मानित हुए भास्‍कर समूह संपादक श्रवण गर्ग	MediaKhabar	PushkarPushp	Delhi			http://t.co/dJ1a3mPC
दैनिक भास्कर कॉम नंबर होने दावा किया	MediaKhabar	PushkarPushp	Delhi			http://t.co/XTHk4WXv
ऑस्ट्रेलियाई मीडिया सचिन	MediaKhabar	PushkarPushp	Delhi			http://t.co/J1xajD9s
वें हफ्ते टीआरपी हिंदी न्यूज़ चैनल	MediaKhabar	PushkarPushp	Delhi			http://t.co/vf8AxrXo
लूटपाट क़त्ल व्यभिचार लिए एकजुट हों	janatantra	janatantra	new delhi			http://bit.ly/oCeEa
दिल्ली वाह दिल्ली	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/r4u0PAbB
ब्रज दुनिया अजहर झूठ बोलो	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/e2IJHnjj
भारत माता सच्चे लाल श्रीलाल	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/paiq6Dc5
लोकतंत्र पूंजीवादी नैतिकता	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/SgEZCeJE
लोकपाल लाओ जमानत बचाओ	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/VSVSmUlG
हैं आपको क्या कहें	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/3CHebfxJ
अन्ना मीडिया जनता क्रांति	braj kishore singh	brajvaishali	hajipur, bihar, india			http://t.co/0XonhdA
सचिन नंबर बहुत बाद में	braj kishore singh	brajvaishali	hajipur, bihar, india			http://nblo.gs/kOKV7
सोशल मीडिया सेंसरशिप बोलने अधिकार सीधा आक्रमण	sumit gupta	jrsumit	new delhi			
मैंने दिल्ली में लड़कियों हाथ में पोस्टर देखा जिस लिखा नज़र तेरी बुरी बुर्का मैं पहनूं	sumit gupta	jrsumit	new delhi			
भारत प्रथम राष्ट्रपति राजेंद्र प्रसाद जन्मदिन उनको भावभीनी श्रधांजलि	sumit gupta	jrsumit	new delhi			
लखनऊ जाने प्रोग्राम बार फिर कैंसिल देखते जाने मोका मिले	sumit gupta	jrsumit	new delhi			
लोगों जाति धर्मं भाषा क्षेत्र आधार बांटकर इतने दिनों राजनीति चली प्रदेश देश विभाजित करके कुछ दिन चलेगी	sumit gupta	jrsumit	new delhi			
भारतीय कलाओं पूरी तरह बाज़ारीकरण गया समाज सही चित्रण संगीत नाटक इतिहास में नहीं दिखता ज़बरदस्ती थोपी रही	sumit gupta	jrsumit	new delhi			
वैश्विक स्तर पानी मांग गुना बढ़ी यही ट्रेंड जारी रहा हमारे मौजूदा संसाधन पर्याप्त पानी आपूर्ति में नाकाफी साबित होंगे	sumit gupta	jrsumit	new delhi			
जैसा बीसवीं सदी में तेल लेकर रहा उसी तरह ऐसी अनिवार्य सामग्री सकती जिसके आधार इक्कीसवीं सदी करवट लेगी।	sumit gupta	jrsumit	new delhi			
रूटीन करप्‍शन तहत राशन कार्ड बनाने जाति प्रमाण पत्र जारी करने बिजली कनेक्‍शन जारी करने स्‍कूल कॉलेज में दाखिला आदि आते हैं	sumit gupta	jrsumit	new delhi			
बिना लड़कियों समाज उन्नति यात्रा नहीं सकता। जिस में कोई स्त्री स्वरूप अहसास भयानक होता है।	sumit gupta	jrsumit	new delhi			
bbc hindi ख़बरें अभी अभी पोप बेनेडिक्ट अफ़्रीक़ा यात्रा समाप्त	digant sahil	itsme_digant	not-given			http://t.co/6dqDJdnF
पांच इंग्लिश बल्लेबाज़ों लगा मैच फिक्सिंग आरोप रैना घेरे में	devendra patel	pateldevendraa	MH12			http://t.co/eAe6ZgB
रात बारिश दिल्ली में सर्द सुबह	MSN YUVA	MSNYuva	not-given			http://t.co/nwAa6Z47
सिलिच ऑस्ट्रेलियन ओपन बाहर	MSN YUVA	MSNYuva	not-given			http://t.co/HNvk8644
स्वामी चिदंबरम खिलाफ पेश किए दस्तावेज	MSN YUVA	MSNYuva	not-given			http://t.co/UoYmfMDJ
मौसम बदल रहा चीन	MSN YUVA	MSNYuva	not-given			http://t.co/6viU2xdD
अक्षय कुमार हैं रियल खिलाड़ी	MSN YUVA	MSNYuva	not-given			http://t.co/Kj2RDX3N
ईरान भारत रूस चीन अमेरिकी वार्ता	MSN YUVA	MSNYuva	not-given			http://t.co/onJBfANE
पौष मास रविवार व्रत सूर्य कैसे करें प्रसन्न	MSN YUVA	MSNYuva	not-given			http://t.co/ItWaBrxN
कैमरन निशाने ‘आइरन लेडी’	MSN YUVA	MSNYuva	not-given			http://t.co/bzVherdO
एंडी मुर्रे आसान जीत सेमीफाइनल में	MSN YUVA	MSNYuva	not-given			http://t.co/JTgEbF7Y
प्लेयर्स फिल्म समीक्षा	MSN YUVA	MSNYuva	not-given			http://t.co/efRyA9GW
कोमा में सुखराम सुनवाई टली	MSN YUVA	MSNYuva	not-given			http://t.co/E4ELk7Lm
आसान नहीं होगी संस्कृत पीएचडी	MSN YUVA	MSNYuva	not-given			http://t.co/Wl6UjE91
भारतीय मूल लड़की साथ दुष्कर्म	MSN YUVA	MSNYuva	not-given			http://t.co/wqTxW9kS
शनिवार शाम कानपुर शहर मेँ रुक रुक रही काफी बारिश	Agraj Prahri	hindi_prahri	India , भारत			
रुपये मूल्य सम्पत्ति चिदंबरम पास करोड़	Agraj Prahri	hindi_prahri	India , भारत			
सम्पत्ति करोड़ रुपये मंत्री रहते हुये शशि	Agraj Prahri	hindi_prahri	India , भारत		@contd	
रोहन बोपन्ना एहसान कुरैशी ओपन पुरुष युगल उपविजेता फाइनल मेँ कठिन संघर्ष पश्चात् हारे	Agraj Prahri	hindi_prahri	India , भारत			
भारत सरकार द्वारा गरीबोँ निःशुल्क कनेक्शन उपलब्ध कराने योजना विचार आगामी अक्टूबर सकती घोषणा	Agraj Prahri	hindi_prahri	India , भारत			
विश्व सभी वासियोँ मुबारक	Agraj Prahri	hindi_prahri	India , भारत			
हिन्दी वर्तनी पुस्तक लेखक संत समीर द्वारा गंभीर पहल प्रकाशन प्रभात प्रकाशन दिल्ली मूल्य रुपये	Agraj Prahri	hindi_prahri	India , भारत			
क्वीन्स बैटन पहुँची मुंबई पहुँचेगी पुणे	Agraj Prahri	hindi_prahri	India , भारत			
सात महीने पूर्व पुणे जर्मन बेकरी मेँ cont	Agraj Prahri	hindi_prahri	India , भारत			http://tl.gd/5ve09a
स्वामी कानून बुद्दी सदुपयोग किया जिसे चिदंबरम जैसे मंत्री गले में फंदा डाल सच्चाई सामने शुक्रिया	dashrath singh 	dashrathr	umerlai 		@ravishndtv	
नगर निगम कर्मचारी करोड सम्पति बना क्या कर्मचारियों लोकपाल बाहर रखेंगे	dashrath singh 	dashrathr	umerlai 		@MrRahulgandhi	
